Timestamps(ms),AccelX,AccelY,AccelZ
47396,-0.3974,1.2163,10.9463
47436,-0.3448,1.2210,10.9535
47475,-0.3663,1.2210,10.9487
47514,-0.3496,1.2091,10.8553
47554,-0.4262,1.1612,11.0971
47593,-0.3615,1.2594,10.9487
47632,-0.3567,1.1660,11.0038
47735,-0.3639,1.1588,10.9966
47775,-0.3400,1.1660,10.9894
47815,-0.2753,1.1708,10.9750
47854,-0.3663,1.1779,10.9942
47893,-0.3136,1.2067,10.8793
47933,-0.3831,1.1995,10.8625
47972,-0.4334,1.2210,10.9295
48077,-0.4334,1.1420,10.9104
48117,-0.4022,1.1851,10.9894
48157,-0.3256,1.1756,10.9918
48196,-0.4022,1.1349,10.8984
48236,-0.3400,1.2043,10.8936
48275,-0.3615,1.1564,10.9798
48315,-0.3352,1.2043,10.9463
48419,-0.3424,1.1923,10.9966
48459,-0.3376,1.1732,10.9750
48499,-0.3591,1.1827,10.9343
48538,-0.3472,1.1803,10.9080
48577,-0.3280,1.2426,10.9774
48616,-0.3711,1.1420,10.8409
48655,-0.3496,1.1612,10.9295
48761,-0.3879,1.1636,10.8816
48801,-0.3639,1.1612,10.8936
48841,-0.3280,1.1971,10.9750
48881,-0.3400,1.2210,10.9678
48920,-0.3831,1.1995,10.9846
48959,-0.3496,1.1181,11.0325
48998,-0.4046,1.1851,10.9559
49103,-0.3998,1.1923,10.9511
49143,-0.3663,1.1468,11.0540
49183,-0.3639,1.1612,10.9607
49223,-0.4070,1.1229,10.9966
49263,-0.3903,1.2330,10.9822
49303,-0.4022,1.1612,10.9583
49343,-0.3926,1.1444,10.9032
49449,-0.3424,1.1612,10.8840
49489,-0.3998,1.2737,10.9439
49529,-0.3472,1.1612,10.9152
49569,-0.3424,1.1372,10.8601
49609,-0.3352,1.1085,11.0756
49649,-0.3879,1.2306,11.0014
49689,-0.3519,1.1779,10.9678
49795,-0.3950,1.2139,10.9200
49835,-0.3591,1.1803,10.9271
49875,-0.3855,1.1420,11.0014
49915,-0.3639,1.1756,11.0085
49955,-0.3783,1.1516,10.9583
49995,-0.3160,1.2186,11.0277
50035,-0.2897,1.2019,10.9798
50141,-0.3496,1.1684,10.9511
50181,-0.3998,1.2570,10.9774
50221,-0.3855,1.1779,10.9966
50261,-0.3974,1.2210,10.9918
50301,-0.4142,1.1708,10.9128
50341,-0.3879,1.2186,10.9966
50381,-0.3663,1.1827,10.9654
50488,-0.3711,1.2019,10.9008
50528,-0.3280,1.2091,10.9798
50568,-0.3519,1.2665,10.9535
50608,-0.3711,1.2043,10.9607
50648,-0.3687,1.2450,10.9798
50687,-0.3759,1.1325,10.9966
50727,-0.4094,1.1372,10.9128
50767,-0.4262,1.2258,11.0205
50874,-0.3639,1.1971,10.9223
50914,-0.3448,1.2258,10.9152
50954,-0.3759,1.1779,10.9702
50994,-0.3879,1.1612,10.9032
51034,-0.3376,1.1756,10.9415
51074,-0.3280,1.1875,10.8960
51114,-0.2897,1.1420,10.9128
51218,-0.4070,1.1660,10.9247
51256,-0.3831,1.1875,10.9367
51293,-0.3448,1.2378,10.9439
51330,-0.3591,1.2594,10.9200
51367,-0.3615,1.1708,10.8984
51404,-0.3089,1.1660,10.9391
51441,-0.3687,1.1588,10.9654
51545,-0.3472,1.1468,10.9176
51583,-0.3711,1.1875,10.8362
51621,-0.3496,1.2043,10.9726
51659,-0.3783,1.2163,11.0445
51696,-0.3735,1.1779,10.9008
51734,-0.3472,1.1708,10.9535
51771,-0.3663,1.2354,10.8697
51865,-0.3687,1.2139,10.9463
51903,-0.3160,1.1947,11.0038
51941,-0.3974,1.2378,10.9822
51979,-0.3855,1.1779,10.9367
52017,-0.3591,1.2163,10.8936
52055,-0.3472,1.1995,10.9152
52093,-0.4310,1.1899,10.9750
52205,-0.3879,1.2139,10.9750
52243,-0.3543,1.1588,10.9726
52281,-0.4118,1.1732,10.9463
52319,-0.4214,1.1708,10.8840
52357,-0.3735,1.1947,10.9607
52395,-0.3496,1.2043,10.9702
52432,-0.3687,1.1995,10.9032
52538,-0.3855,1.1875,11.0109
52576,-0.3519,1.1732,10.9846
52614,-0.3687,1.2163,11.0133
52652,-0.3926,1.2282,11.0540
52690,-0.3065,1.1971,10.9846
52728,-0.3472,1.1253,10.9630
52766,-0.3687,1.1372,10.9008
52871,-0.3280,1.1732,10.8840
52909,-0.3807,1.1205,10.9343
52947,-0.3496,1.2282,11.0038
52985,-0.3232,1.2019,10.9176
53023,-0.3879,1.1516,11.0157
53061,-0.3735,1.1684,11.0014
53099,-0.3903,1.1851,10.9271
53208,-0.4166,1.2426,10.9990
53246,-0.3591,1.2043,11.0229
53284,-0.4070,1.2163,10.9559
53322,-0.4118,1.1971,10.9367
53360,-0.3711,1.1301,11.0133
53398,-0.3472,1.2330,10.9439
53436,-0.3879,1.1947,10.9894
53533,-0.3783,1.1923,10.9726
53571,-0.3424,1.1588,10.8912
53609,-0.3256,1.1827,10.9271
53647,-0.3687,1.1995,11.0109
53685,-0.3208,1.1013,10.9822
53723,-0.4046,1.2186,10.9463
53761,-0.3519,1.2306,10.9223
53858,-0.4142,1.2019,10.9726
53896,-0.4118,1.1660,10.9415
53934,-0.3926,1.2378,10.9702
53972,-0.3519,1.1971,10.8338
54010,-0.3472,1.1229,10.9583
54048,-0.3855,1.1636,11.0492
54086,-0.3400,1.1732,10.9271
54180,-0.3663,1.2163,10.9630
54218,-0.3903,1.1516,11.0109
54256,-0.3543,1.1372,10.9846
54294,-0.3615,1.1492,10.9080
54332,-0.4310,1.1923,10.9032
54370,-0.4142,1.2019,10.9343
54408,-0.3687,1.1756,10.9463
54501,-0.3519,1.1468,10.9798
54539,-0.3519,1.1660,10.9702
54577,-0.3926,1.1444,10.9271
54615,-0.3519,1.1779,10.9702
54653,-0.3831,1.1923,10.8649
54691,-0.3639,1.2282,10.9702
54729,-0.3543,1.1899,10.9559
54823,-0.3783,1.1636,11.0708
54862,-0.4334,1.2091,10.9247
54900,-0.3017,1.1732,10.9104
54938,-0.3663,1.1301,10.9319
54976,-0.3184,1.1756,10.9200
55014,-0.4381,1.1516,10.9822
55052,-0.3687,1.1732,11.0109
55090,-0.3855,1.1827,10.9630
55184,-0.4405,1.1492,11.0157
55223,-0.3496,1.1756,11.0014
55261,-0.4022,1.1923,10.9152
55299,-0.3472,1.2282,10.9894
55337,-0.3855,1.1564,11.0325
55375,-0.3903,1.2067,10.9583
55413,-0.3974,1.1875,10.9128
55506,-0.3328,1.2210,10.8960
55544,-0.3879,1.1684,10.9966
55582,-0.3687,1.2498,11.0157
55620,-0.3376,1.2067,10.9487
55658,-0.3735,1.1708,10.8505
55696,-0.3711,1.2378,10.9750
55734,-0.4046,1.1588,10.9439
55828,-0.3926,1.1923,10.9846
55867,-0.3328,1.2258,11.0708
55905,-0.3903,1.2139,10.9247
55943,-0.3783,1.1468,10.9750
55981,-0.3496,1.1851,10.9822
56019,-0.3567,1.2115,11.0277
56057,-0.3807,1.2258,10.9319
56151,-0.3112,1.2115,10.8074
56189,-0.3831,1.1588,11.0014
56227,-0.3831,1.2163,10.9678
56265,-0.3639,1.2306,10.9750
56303,-0.4717,1.2091,11.0109
56341,-0.3879,1.2019,10.9774
56379,-0.3783,1.1899,10.9822
56482,-0.3448,1.1372,10.9894
56521,-0.3687,1.2019,10.9439
56559,-0.3831,1.2115,10.9630
56597,-0.3735,1.2186,10.9415
56635,-0.3831,1.1756,10.9367
56673,-0.3903,1.1588,10.9104
56711,-0.3567,1.2378,10.8625
56815,-0.3855,1.1516,10.9702
56854,-0.4190,1.2043,10.9750
56892,-0.3663,1.1827,11.0014
56930,-0.3879,1.2210,10.9104
56968,-0.3591,1.1779,10.9463
57006,-0.3687,1.1468,10.9535
57044,-0.3448,1.1349,10.8960
57153,-0.3160,1.1420,11.0684
57192,-0.4214,1.1468,10.9176
57230,-0.3663,1.2234,11.0349
57268,-0.3759,1.2139,10.8769
57306,-0.3543,1.1205,11.0181
57344,-0.3663,1.1803,10.9367
57382,-0.3400,1.2115,10.8793
57491,-0.3783,1.2163,10.9223
57529,-0.3543,1.2019,10.9966
57567,-0.3735,1.1540,10.9343
57605,-0.3089,1.1708,10.9271
57643,-0.3591,1.1396,11.0109
57681,-0.3352,1.1612,10.9391
57719,-0.3424,1.2163,10.9559
57824,-0.3926,1.2067,10.8577
57863,-0.3831,1.2115,11.0133
57902,-0.3519,1.2115,11.0277
57940,-0.3112,1.1756,10.9559
57978,-0.3472,1.2043,10.9008
58016,-0.4046,1.1947,11.0038
58054,-0.4166,1.2186,10.9271
58159,-0.3591,1.1684,11.0085
58197,-0.3256,1.1827,10.9223
58235,-0.3879,1.1875,11.0301
58273,-0.3017,1.1564,10.9439
58311,-0.4142,1.2234,11.0301
58349,-0.3711,1.2234,10.9798
58387,-0.3591,1.1325,10.9008
58492,-0.4046,1.1947,11.0421
58531,-0.3663,1.1181,10.9918
58569,-0.3711,1.1564,10.9894
58607,-0.3519,1.1803,10.8864
58645,-0.3591,1.1875,11.0181
58684,-0.3663,1.1732,10.8912
58722,-0.3591,1.1253,10.9223
58819,-0.3831,1.2139,10.9104
58858,-0.3543,1.1540,10.9942
58896,-0.3879,1.1588,10.9630
58934,-0.3855,1.1396,10.9487
58972,-0.3879,1.1827,10.9104
59010,-0.3376,1.2186,10.9152
59048,-0.3783,1.1756,10.9439
59142,-0.3280,1.1779,11.0325
59181,-0.4142,1.1756,10.9511
59219,-0.3998,1.2330,10.9870
59257,-0.3208,1.2019,10.9367
59295,-0.3711,1.1540,10.9894
59333,-0.3831,1.1899,10.9391
59371,-0.3591,1.1899,10.9343
59409,-0.4166,1.1540,11.0277
59504,-0.3591,1.1899,10.9343
59543,-0.3424,1.1684,10.9247
59581,-0.3783,1.1827,10.9535
59619,-0.3903,1.1612,10.9822
59657,-0.3232,1.1947,10.9439
59695,-0.3663,1.1205,11.0181
59733,-0.3903,1.1349,11.0445
59828,-0.3855,1.1349,10.9942
59866,-0.3687,1.1947,10.9846
59904,-0.3328,1.2282,10.9798
59942,-0.3017,1.1444,10.9630
59980,-0.3615,1.1827,10.9583
60018,-0.3496,1.0822,10.9630
60056,-0.3663,1.1756,10.9726
60150,-0.3567,1.1947,10.9439
60189,-0.3328,1.1133,10.9104
60228,-0.3663,1.1612,10.9247
60266,-0.3807,1.1779,10.9271
60304,-0.3208,1.2210,10.9032
60342,-0.3232,1.2019,10.8050
60380,-0.4046,1.2210,10.9726
60477,-0.3472,1.1708,11.0349
60516,-0.4070,1.1420,11.0157
60554,-0.3112,1.2617,10.9583
60592,-0.3496,1.2139,11.0325
60630,-0.3759,1.1684,10.9894
60668,-0.3304,1.1756,10.9367
60706,-0.3950,1.2091,10.9104
60803,-0.3400,1.2210,10.9583
60842,-0.3400,1.2282,10.9846
60880,-0.3400,1.1851,10.9415
60918,-0.3328,1.2330,10.9559
60956,-0.4022,1.2354,10.9750
60994,-0.3519,1.1708,10.9942
61032,-0.3735,1.1588,10.9559
61126,-0.3543,1.1756,10.9152
61165,-0.3472,1.1827,10.9966
61203,-0.3543,1.1947,10.9918
61241,-0.3950,1.1923,10.8840
61279,-0.3831,1.2091,10.9487
61317,-0.3711,1.1612,10.8984
61355,-0.3567,1.1492,10.9678
61453,-0.3424,1.2115,10.9271
61492,-0.3735,1.1803,10.9056
61530,-0.3998,1.1756,10.9128
61568,-0.3783,1.2258,10.9367
61606,-0.3926,1.2139,10.9367
61644,-0.3831,1.1444,10.9822
61682,-0.3065,1.1947,10.9032
61788,-0.3687,1.1708,10.8936
61826,-0.3783,1.1612,10.9463
61864,-0.3639,1.2234,10.9678
61902,-0.3519,1.1732,10.9870
61940,-0.3184,1.1851,10.9678
61978,-0.4214,1.1420,10.9583
62016,-0.3519,1.1444,10.9152
62121,-0.3328,1.1803,11.0014
62160,-0.3448,1.2019,10.8505
62199,-0.3663,1.1420,10.9966
62237,-0.3783,1.2450,10.9056
62275,-0.4190,1.1492,10.9583
62313,-0.3184,1.0630,10.8673
62351,-0.3496,1.2043,11.0325
62456,-0.4166,1.1732,10.8912
62495,-0.4142,1.1995,10.9702
62533,-0.3615,1.2139,10.9918
62571,-0.3376,1.1492,10.9726
62610,-0.3639,1.1612,10.9894
62648,-0.3974,1.2139,10.9200
62686,-0.3496,1.2498,10.9774
62795,-0.3519,1.2115,11.0373
62834,-0.4381,1.1971,10.9535
62872,-0.3448,1.2378,10.9607
62910,-0.3400,1.2091,10.9583
62948,-0.3328,1.2210,10.9798
62987,-0.3831,1.1444,10.9822
63025,-0.3376,1.2378,10.9415
63130,-0.4549,1.1756,11.0397
63169,-0.4597,1.1779,10.9918
63207,-0.4214,1.1444,10.9032
63245,-0.4142,1.1899,11.0468
63283,-0.3496,1.1827,10.9200
63321,-0.3184,1.1923,10.9367
63360,-0.3807,1.2570,10.9678
63468,-0.3926,1.1660,11.0229
63507,-0.3041,1.1708,10.9678
63545,-0.4118,1.1564,11.0780
63583,-0.3831,1.1803,10.9319
63621,-0.4022,1.1971,10.9702
63659,-0.2849,1.1325,10.8864
63697,-0.3950,1.2186,10.9750
63735,-0.3472,1.1947,10.9990
63842,-0.3974,1.2330,11.0014
63881,-0.3400,1.1420,11.0061
63919,-0.3448,1.2091,10.8840
63957,-0.3448,1.1612,10.9295
63995,-0.3639,1.2067,10.9319
64033,-0.3687,1.1612,10.9966
64071,-0.3807,1.1684,11.0397
64167,-0.2849,1.1851,10.9822
64205,-0.3711,1.1708,10.9487
64243,-0.3639,1.1995,10.9990
64281,-0.3328,1.2210,10.9942
64319,-0.4118,1.1061,10.9511
64357,-0.3136,1.2019,10.9990
64395,-0.3496,1.1708,10.9463
64492,-0.3831,1.1851,10.9319
64531,-0.4142,1.0918,11.0157
64569,-0.3879,1.1971,11.0205
64607,-0.3639,1.1971,10.8840
64645,-0.3831,1.2354,10.9942
64683,-0.3400,1.1085,10.9870
64721,-0.4286,1.1349,10.9415
64815,-0.3448,1.1995,10.9223
64854,-0.2993,1.2043,10.8888
64892,-0.3304,1.2019,10.9774
64930,-0.3591,1.1660,10.8745
64969,-0.3208,1.1349,10.9654
65007,-0.3879,1.1779,10.9152
65045,-0.3783,1.1540,11.0014
65139,-0.3639,1.2426,10.9654
65178,-0.4381,1.2330,10.9463
65216,-0.2801,1.2067,11.0468
65254,-0.3280,1.1684,10.9630
65292,-0.3591,1.1732,10.9200
65331,-0.3735,1.1803,11.0540
65369,-0.3711,1.1732,11.0205
65466,-0.3496,1.1205,10.9463
65505,-0.3759,1.1181,10.9439
65543,-0.3591,1.1396,10.9319
65581,-0.3687,1.2019,10.8290
65619,-0.3232,1.1277,10.9271
65657,-0.3496,1.1899,11.0660
65695,-0.3663,1.1420,10.9750
65793,-0.3424,1.1564,10.9439
65832,-0.4142,1.1540,10.9128
65870,-0.3615,1.1420,10.9391
65908,-0.4238,1.1803,11.0397
65946,-0.3663,1.2210,10.9678
65984,-0.3496,1.1851,10.9894
66022,-0.3567,1.1827,10.9894
66117,-0.3112,1.1229,10.9535
66155,-0.3639,1.2570,11.0038
66193,-0.3424,1.1971,10.9367
66231,-0.3400,1.1564,10.9271
66269,-0.3687,1.1468,10.9798
66307,-0.3735,1.2594,10.9415
66345,-0.4094,1.1875,10.9583
66439,-0.3496,1.1516,10.9343
66478,-0.3208,1.1803,10.9176
66517,-0.3831,1.2067,11.0373
66555,-0.3687,1.2019,10.8697
66593,-0.3328,1.1923,10.9798
66631,-0.3376,1.1564,10.9319
66669,-0.3543,1.2139,10.9247
66766,-0.4381,1.1875,10.9726
66805,-0.4118,1.2282,10.9319
66843,-0.3759,1.1971,10.9463
66881,-0.3448,1.2115,10.9511
66920,-0.3591,1.1660,10.9511
66958,-0.3543,1.1756,10.9607
66996,-0.3711,1.2210,10.9319
67105,-0.3041,1.1708,11.0468
67144,-0.4046,1.2234,10.9343
67182,-0.4381,1.1827,10.9271
67220,-0.3472,1.2306,11.0301
67258,-0.4453,1.1564,10.9678
67297,-0.3136,1.1420,10.9822
67335,-0.3496,1.1612,10.9942
67440,-0.3639,1.2330,10.9104
67479,-0.3926,1.1684,10.9152
67517,-0.3424,1.1684,11.0157
67555,-0.3687,1.1181,11.0229
67593,-0.3998,1.1803,10.9487
67631,-0.4118,1.1875,10.9750
67670,-0.3352,1.2019,11.0277
67776,-0.3472,1.2905,10.9726
67815,-0.2921,1.1803,10.9271
67853,-0.4118,1.2210,10.9343
67891,-0.3376,1.1564,10.9439
67929,-0.3089,1.0726,11.0253
67967,-0.3903,1.2210,10.8984
68005,-0.3256,1.1540,10.9702
68043,-0.3950,1.1971,10.9367
68149,-0.3567,1.1636,10.9319
68188,-0.3424,1.2043,11.0061
68226,-0.3783,1.1947,10.9894
68264,-0.3496,1.2019,10.9535
68302,-0.3519,1.2186,10.9678
68340,-0.3017,1.1732,11.0157
68378,-0.3998,1.2043,10.9391
68487,-0.3280,1.1540,10.9535
68527,-0.3543,1.1516,10.9439
68565,-0.3041,1.1349,11.0038
68602,-0.3184,1.1157,11.0014
68639,-0.3280,1.2570,11.0085
68676,-0.3879,1.1875,10.9559
68781,-0.3496,1.2067,11.0588
68819,-0.3256,1.1708,10.9439
68857,-0.3998,1.1803,10.9104
68894,-0.3615,1.1947,10.9343
68932,-0.2993,1.1181,10.9319
68969,-0.3184,1.1779,10.9726
69006,-0.4094,1.1420,11.0014
69111,-0.3472,1.1971,10.9607
69149,-0.3496,1.1564,10.9630
69186,-0.3974,1.2067,10.9607
69223,-0.3926,1.1971,10.9367
69260,-0.2825,1.1372,10.9343
69298,-0.3232,1.2234,10.9104
69335,-0.2945,1.1564,10.9152
69429,-0.3783,1.1396,10.9918
69467,-0.3807,1.1540,11.0349
69505,-0.3160,1.1827,10.9487
69542,-0.3735,1.1708,10.9870
69579,-0.3256,1.1995,10.9511
69616,-0.3256,1.2067,10.9415
69654,-0.3903,1.2067,10.9271
69748,-0.3663,1.1827,10.9535
69786,-0.3567,1.2091,10.8960
69824,-0.3496,1.1636,11.0325
69862,-0.3376,1.2043,10.9247
69899,-0.3424,1.1516,10.9822
69936,-0.3759,1.2737,11.0349
69974,-0.3400,1.1468,10.9918
70069,-0.3711,1.1875,10.9918
70107,-0.3280,1.1564,10.9271
70145,-0.3615,1.1372,10.9008
70182,-0.4118,1.2067,10.9391
70219,-0.3663,1.1588,10.9798
70256,-0.4118,1.2019,10.9511
70293,-0.3711,1.1372,10.9343
70387,-0.3352,1.2115,10.9966
70425,-0.4046,1.1109,11.0397
70463,-0.3352,1.1851,10.9511
70501,-0.3759,1.1947,10.9247
70539,-0.3831,1.1779,10.9583
70577,-0.4094,1.1516,10.9200
70615,-0.3280,1.2163,10.9511
70709,-0.3496,1.1875,10.9247
70747,-0.3831,1.1492,10.9750
70785,-0.4262,1.1827,11.0038
70823,-0.3831,1.1923,11.0421
70861,-0.3376,1.1660,10.9080
70899,-0.3759,1.1660,10.9295
70937,-0.4262,1.1420,10.9654
71034,-0.3639,1.2067,10.9966
71072,-0.3567,1.1827,10.9894
71110,-0.3543,1.2067,10.9032
71148,-0.3926,1.1181,10.8936
71186,-0.3615,1.1564,10.9152
71224,-0.3496,1.1971,11.0038
71262,-0.4166,1.1827,10.9152
71359,-0.3687,1.2091,10.9008
71397,-0.4022,1.1205,10.9487
71435,-0.3472,1.1995,10.9247
71473,-0.4214,1.1732,10.9942
71511,-0.3974,1.1301,10.8649
71549,-0.3184,1.1875,10.9271
71586,-0.4022,1.1708,10.8553
71681,-0.3328,1.1444,10.9319
71719,-0.3280,1.1803,10.9032
71757,-0.3376,1.2330,10.9487
71795,-0.3998,1.1636,10.9415
71833,-0.3615,1.2234,10.8984
71871,-0.3567,1.1660,10.9439
71909,-0.3807,1.1420,10.8888
72003,-0.2825,1.1923,10.9128
72041,-0.4262,1.1444,10.9343
72079,-0.3041,1.1612,11.0109
72117,-0.3903,1.2306,10.9726
72155,-0.3974,1.1899,11.0014
72193,-0.3472,1.2306,10.9966
72231,-0.3783,1.2234,10.9391
72269,-0.3184,1.1827,11.0014
72379,-0.3591,1.2115,10.9415
72417,-0.3903,1.1684,10.9846
72455,-0.3448,1.2139,10.9415
72493,-0.3543,1.1612,10.9439
72531,-0.4190,1.1013,10.9343
72569,-0.3543,1.1971,10.9319
72607,-0.4094,1.1349,10.9391
72715,-0.3759,1.2067,10.9223
72753,-0.3400,1.1660,10.9008
72791,-0.4070,1.1540,10.9535
72829,-0.3831,1.1923,10.9750
72867,-0.2993,1.1947,10.9487
72905,-0.3448,1.2210,11.0445
72943,-0.3855,1.2258,10.9415
73048,-0.3831,1.1372,10.9990
73086,-0.4334,1.2019,11.0157
73124,-0.3639,1.1803,11.0038
73162,-0.3711,1.1732,10.8577
73200,-0.3304,1.1995,10.9678
73238,-0.3328,1.2258,10.9367
73276,-0.3903,1.1420,10.9942
73381,-0.3974,1.2258,10.9870
73419,-0.3855,1.1875,11.0109
73457,-0.4070,1.2043,10.9559
73495,-0.3735,1.1492,10.9343
73533,-0.3328,1.1588,10.9894
73571,-0.3184,1.1899,10.8888
73609,-0.3376,1.1732,10.9990
73712,-0.3567,1.2019,10.9080
73750,-0.3663,1.1827,10.9942
73788,-0.3735,1.1708,10.9295
73826,-0.3543,1.2019,10.9774
73864,-0.3879,1.1803,10.9942
73902,-0.3711,1.2210,10.9918
73940,-0.3783,1.1684,10.9774
74046,-0.3663,1.2091,10.9607
74084,-0.3735,1.1612,10.9918
74122,-0.3472,1.2330,10.9798
74160,-0.3735,1.2330,10.8816
74198,-0.3831,1.1349,10.9463
74236,-0.3256,1.1349,10.9511
74274,-0.3759,1.1875,10.9152
74384,-0.3615,1.1851,10.9750
74422,-0.2777,1.1468,10.8888
74460,-0.3041,1.1899,10.9439
74498,-0.3376,1.1301,11.0229
74536,-0.3400,1.1756,10.9439
74574,-0.3783,1.1540,10.8888
74612,-0.4046,1.1660,10.9200
74709,-0.3639,1.1636,10.9654
74747,-0.3232,1.2067,10.9295
74785,-0.3424,1.1013,10.9415
74823,-0.2873,1.2282,10.8936
74861,-0.3879,1.1803,10.9415
74899,-0.4142,1.1779,10.9200
74937,-0.3855,1.1660,10.9415
75034,-0.3950,1.2234,10.9343
75073,-0.4070,1.1756,10.9726
75111,-0.3639,1.2163,10.9822
75149,-0.3424,1.1708,11.0014
75187,-0.4214,1.1827,10.9439
75225,-0.3400,1.2378,11.0109
75263,-0.3735,1.1660,10.8673
75357,-0.3472,1.1995,10.9990
75395,-0.3112,1.1396,10.9343
75433,-0.3879,1.2067,10.9918
75471,-0.3591,1.2282,10.8577
75509,-0.3639,1.2019,10.9559
75547,-0.3879,1.2186,10.9463
75585,-0.3567,1.1229,10.9439
75679,-0.3591,1.2163,10.9367
75718,-0.3974,1.2186,10.9678
75756,-0.3256,1.2354,10.9918
75794,-0.3903,1.1636,10.9104
75832,-0.4070,1.1301,11.0397
75870,-0.3519,1.1372,10.9056
75908,-0.3136,1.1588,10.9487
76002,-0.3591,1.1588,10.9726
76041,-0.4310,1.3527,10.9798
76079,-0.3543,1.1444,10.9726
76117,-0.3974,1.1444,10.8888
76155,-0.4214,1.1660,10.9559
76193,-0.3687,1.1588,10.8840
76231,-0.3232,1.2258,10.9894
76269,-0.3807,1.1349,10.9008
76366,-0.2993,1.1660,10.9942
76405,-0.3735,1.1827,10.8840
76443,-0.3711,1.2163,11.0109
76481,-0.2897,1.1875,10.9966
76519,-0.3615,1.1947,10.9702
76557,-0.3759,1.2043,10.9990
76595,-0.4118,1.1803,11.0804
76696,-0.3687,1.1708,11.0038
76734,-0.4118,1.1636,10.9176
76772,-0.3639,1.1588,10.9630
76810,-0.4070,1.1947,10.8529
76848,-0.3807,1.1564,10.9678
76886,-0.3711,1.1540,10.9798
76924,-0.3519,1.1851,10.9104
77018,-0.3950,1.1492,11.0014
77057,-0.3807,1.1444,10.9415
77095,-0.2753,1.1851,11.0445
77133,-0.3065,1.2546,10.9678
77171,-0.3735,1.1732,11.0109
77209,-0.3903,1.2186,10.9200
77247,-0.3232,1.1899,10.9415
77344,-0.3328,1.1205,11.0229
77383,-0.3352,1.1492,10.9583
77421,-0.3735,1.1372,10.9846
77459,-0.3687,1.1899,10.8194
77497,-0.3687,1.1516,10.9032
77535,-0.3591,1.1851,10.9439
77573,-0.3424,1.1684,10.9223
77681,-0.3065,1.1947,10.8409
77720,-0.3041,1.1253,10.9080
77758,-0.3184,1.1468,10.9295
77796,-0.4166,1.2067,10.9822
77834,-0.3855,1.1875,11.0468
77873,-0.3472,1.1971,10.9678
77911,-0.3926,1.0942,10.8984
78016,-0.3639,1.2067,10.9894
78055,-0.3424,1.1779,11.0038
78093,-0.3903,1.1851,10.8912
78131,-0.3496,1.1468,10.9367
78169,-0.3639,1.1947,10.9630
78207,-0.4094,1.1420,10.9894
78245,-0.3663,1.1492,10.9846
78350,-0.3639,1.1636,11.0277
78389,-0.3735,1.1923,10.9702
78427,-0.4357,1.2091,10.9918
78465,-0.3615,1.1540,10.9271
78503,-0.3136,1.1875,10.9535
78541,-0.3519,1.2594,11.0301
78579,-0.4142,1.2378,11.0061
78685,-0.3950,1.2474,10.9200
78723,-0.3831,1.1277,11.0253
78761,-0.3711,1.1947,10.9678
78799,-0.4070,1.2043,10.9798
78837,-0.3376,1.1037,11.0588
78875,-0.3663,1.1540,11.0133
78913,-0.3807,1.2067,11.0061
79022,-0.4166,1.1253,10.9295
79061,-0.3424,1.2019,11.0085
79100,-0.3831,1.1923,11.0540
79138,-0.3807,1.1947,10.9607
79176,-0.3591,1.1133,10.9726
79214,-0.3472,1.1827,10.9966
79252,-0.3687,1.2282,10.9104
79361,-0.3831,1.2043,10.9918
79400,-0.3998,1.1109,10.9702
79438,-0.3472,1.1875,10.8960
79477,-0.3400,1.1636,10.9343
79515,-0.3687,1.2282,10.8769
79553,-0.3543,1.1349,10.9415
79591,-0.3950,1.1684,11.0038
79696,-0.3472,1.2067,10.9319
79735,-0.3591,1.1468,10.9750
79773,-0.3855,1.1372,11.0253
79811,-0.3519,1.1971,10.9391
79849,-0.3735,1.2019,10.9678
79888,-0.3304,1.1756,10.9846
79926,-0.3879,1.1756,10.9367
80021,-0.4166,1.2091,10.9415
80060,-0.3615,1.1971,10.9511
80098,-0.3711,1.1947,11.0014
80136,-0.4405,1.2043,10.9295
80174,-0.3448,1.1660,10.9942
80212,-0.3496,1.1660,10.9535
80250,-0.3807,1.1899,10.9966
80348,-0.3783,1.1612,10.9822
80387,-0.4214,1.1803,11.0229
80425,-0.3639,1.1779,10.9439
80463,-0.3903,1.1229,10.9630
80501,-0.3639,1.2043,10.9774
80539,-0.3352,1.1684,10.9343
80577,-0.3855,1.2091,10.9535
80615,-0.3519,1.1684,11.0109
80709,-0.4070,1.1492,10.9367
80748,-0.3065,1.1708,11.0014
80786,-0.3711,1.2115,10.9894
80824,-0.3543,1.1253,10.9654
80862,-0.3783,1.1540,11.0109
80900,-0.3903,1.2019,10.9247
80938,-0.3519,1.2139,10.9583
81034,-0.3855,1.2402,10.9391
81072,-0.3711,1.1588,10.9702
81110,-0.3496,1.1516,10.9439
81148,-0.3687,1.1396,10.9439
81186,-0.3280,1.1516,10.9223
81224,-0.3639,1.2210,10.9583
81262,-0.3663,1.1803,11.0253
81361,-0.3663,1.1899,11.0253
81400,-0.3280,1.1756,10.9247
81439,-0.3974,1.2115,10.9367
81477,-0.4286,1.2139,10.8769
81515,-0.3711,1.2306,10.9104
81553,-0.4070,1.1875,10.9822
81591,-0.4262,1.1851,10.9247
81699,-0.3735,1.1756,10.9463
81738,-0.4453,1.2378,10.9008
81776,-0.3496,1.1420,10.9678
81814,-0.3783,1.2258,10.9630
81853,-0.3615,1.2115,10.9487
81891,-0.3328,1.1756,10.9583
81929,-0.3519,1.1851,11.0038
