Timestamps(ms),AccelX,AccelY,AccelZ
16328,-0.3328,1.2282,11.0612
16338,-0.3400,1.1468,10.9966
16348,-0.3543,1.1995,10.7524
16358,-0.3974,1.2785,11.0133
16368,-0.3184,1.1492,10.9798
16378,-0.4118,1.1971,10.9367
16388,-0.4262,1.1899,11.0038
16463,-0.3496,1.1540,10.8026
16473,-0.3496,1.1708,10.9702
16483,-0.3208,1.2426,10.8840
16493,-0.3184,1.2210,10.7978
16503,-0.4118,1.1037,11.1690
16513,-0.3950,1.2378,10.8505
16523,-0.3543,1.2019,10.8457
16601,-0.3663,1.2210,10.9319
16611,-0.3639,1.1564,10.9870
16621,-0.3304,1.1756,11.0157
16631,-0.3879,1.2139,10.9056
16641,-0.3567,1.1492,11.0205
16651,-0.3304,1.1277,10.9678
16661,-0.3472,1.2067,11.0061
16742,-0.2825,1.2282,10.9176
16752,-0.3472,1.1636,10.9894
16762,-0.3065,1.2115,10.9966
16772,-0.3304,1.1157,10.9678
16782,-0.3112,1.1564,10.9894
16792,-0.3256,1.2139,10.9271
16802,-0.3448,1.1325,10.9319
16881,-0.3855,1.1779,11.0181
16891,-0.3519,1.1540,11.0349
16901,-0.3136,1.1492,10.9056
16911,-0.3663,1.2210,10.9511
16921,-0.3280,1.2019,11.0277
16931,-0.3519,1.1540,10.9966
16941,-0.4334,1.1875,10.9295
17018,-0.3591,1.1756,11.0157
17028,-0.3663,1.1540,11.0397
17038,-0.3496,1.2043,10.9918
17048,-0.4310,1.1923,10.9463
17058,-0.3998,1.1756,10.9439
17068,-0.3543,1.2091,11.0014
17078,-0.3208,1.1875,11.0205
17156,-0.3807,1.1564,10.9798
17166,-0.3639,1.1444,10.9894
17176,-0.3926,1.2019,10.9511
17186,-0.4190,1.1660,10.9990
17196,-0.3448,1.1756,10.8505
17206,-0.3376,1.1875,11.0349
17216,-0.3783,1.2115,11.0492
17291,-0.4166,1.2282,10.9535
17301,-0.3711,1.2474,11.0061
17311,-0.3639,1.1851,10.9319
17321,-0.3831,1.1588,10.8984
17331,-0.3017,1.2186,10.9271
17341,-0.3735,1.1851,10.9726
17351,-0.3974,1.1684,10.9415
17430,-0.3472,1.1827,10.9487
17440,-0.3639,1.1444,10.9223
17450,-0.3615,1.1851,10.9008
17460,-0.3639,1.1995,11.0229
17470,-0.3376,1.1636,10.9223
17480,-0.3136,1.1349,10.9152
17490,-0.3974,1.2210,10.9750
17570,-0.3543,1.1588,10.9319
17580,-0.4190,1.2067,10.9367
17590,-0.3687,1.2234,10.8960
17600,-0.3974,1.1301,10.9798
17610,-0.3472,1.1756,10.9343
17620,-0.3232,1.1564,11.0038
17630,-0.3591,1.2594,10.9415
17701,-0.2993,1.1660,10.8290
17711,-0.3735,1.1708,10.9415
17721,-0.3663,1.2139,11.0277
17731,-0.3759,1.1756,10.9271
17741,-0.3400,1.1875,10.9990
17751,-0.4166,1.1372,10.8769
17761,-0.3376,1.1995,10.9750
17771,-0.3256,1.1396,10.9511
17851,-0.3783,1.2091,10.9343
17861,-0.3615,1.1851,10.9415
17871,-0.3735,1.1827,11.0085
17881,-0.3591,1.1588,10.9583
17891,-0.3998,1.1516,10.9319
17901,-0.3783,1.2091,10.9846
17911,-0.3950,1.2258,11.0157
17992,-0.3711,1.1588,10.9463
18002,-0.3591,1.1947,10.9654
18012,-0.3160,1.1684,10.9463
18022,-0.3352,1.1612,11.0085
18032,-0.4238,1.2186,11.0229
18042,-0.3903,1.1516,10.8673
18052,-0.3687,1.1947,10.9104
18129,-0.3783,1.1612,10.9343
18139,-0.3448,1.1708,10.8816
18149,-0.4357,1.2139,10.9535
18159,-0.3352,1.1756,10.9535
18169,-0.2945,1.1756,10.8984
18179,-0.3519,1.1899,10.9798
18189,-0.3543,1.1540,10.9463
18262,-0.3567,1.1756,10.9559
18272,-0.3831,1.1444,10.9990
18282,-0.4357,1.2258,10.9439
18292,-0.3711,1.1612,10.9678
18302,-0.2729,1.1468,10.9439
18312,-0.3687,1.2091,10.9032
18322,-0.3496,1.1779,10.9678
18398,-0.3879,1.1492,10.9726
18408,-0.3879,1.2091,10.9654
18418,-0.4190,1.1875,10.9654
18428,-0.4070,1.2186,10.9535
18438,-0.3112,1.2282,10.9271
18448,-0.3711,1.1444,11.0205
18458,-0.3807,1.1803,11.0253
18534,-0.3759,1.1851,10.8936
18544,-0.3663,1.1564,10.8793
18554,-0.3232,1.1133,10.9654
18564,-0.3807,1.2402,10.9583
18574,-0.3687,1.1564,10.9774
18584,-0.3472,1.2043,11.0109
18594,-0.3639,1.1995,11.0133
18671,-0.3903,1.1779,10.9128
18681,-0.3711,1.1301,10.9128
18691,-0.4286,1.1779,10.9391
18701,-0.3807,1.1349,10.9056
18711,-0.3543,1.1061,11.0564
18721,-0.4453,1.2043,11.0205
18731,-0.3783,1.1564,11.0301
18809,-0.3567,1.2043,10.9583
18819,-0.3400,1.1732,10.9583
18829,-0.3160,1.2043,10.9176
18839,-0.3926,1.1899,10.9630
18849,-0.3903,1.1971,10.9535
18859,-0.4262,1.1396,10.9894
18869,-0.3567,1.0965,11.0349
18946,-0.4310,1.1756,10.9056
18956,-0.3903,1.1325,10.9223
18966,-0.3112,1.1492,10.9223
18976,-0.3759,1.2115,10.9463
18986,-0.3639,1.2067,10.9583
18996,-0.4405,1.1516,10.9654
19006,-0.3879,1.1947,10.9271
19085,-0.3998,1.1923,10.9080
19095,-0.3759,1.1995,10.9343
19105,-0.3615,1.2091,11.0229
19118,-0.3807,1.2306,10.9918
19157,-0.4405,1.1708,10.9152
19194,-0.3639,1.1923,10.8864
19299,-0.3687,1.1756,11.0133
19337,-0.3687,1.1684,11.0397
19374,-0.3400,1.1420,11.0133
19411,-0.3304,1.2210,10.9176
19448,-0.4094,1.2019,10.9200
19485,-0.4070,1.2186,10.9295
19523,-0.3926,1.1037,10.9391
19628,-0.3663,1.1540,11.0109
19666,-0.3783,1.2043,10.9152
19704,-0.3879,1.1636,10.9080
19741,-0.3711,1.1492,10.9367
19778,-0.3998,1.1684,10.9583
19815,-0.3328,1.1444,11.0085
19852,-0.3974,1.1420,11.0588
19957,-0.3591,1.1564,10.9463
19995,-0.3472,1.2234,10.9702
20033,-0.3184,1.1684,10.9990
20070,-0.3543,1.1564,10.9367
20107,-0.3759,1.1756,10.9343
20144,-0.4214,1.2210,10.9774
20182,-0.3017,1.1229,10.9343
20219,-0.3472,1.1588,10.9942
20325,-0.3926,1.1636,10.9415
20363,-0.3926,1.1588,10.8840
20400,-0.3639,1.2498,11.0157
20437,-0.3232,1.1708,10.9343
20474,-0.4166,1.1708,10.9822
20511,-0.3926,1.1564,10.9942
20548,-0.3926,1.1636,11.0349
20652,-0.3376,1.1564,10.9367
20690,-0.3807,1.2258,10.9367
20728,-0.3615,1.1516,10.9343
20765,-0.3998,1.2186,11.0277
20802,-0.4118,1.2043,10.9702
20839,-0.3424,1.2043,11.0373
20876,-0.3759,1.2210,10.9750
20973,-0.3879,1.1301,10.9511
21011,-0.3926,1.2234,10.9870
21049,-0.3472,1.1779,10.9391
21087,-0.3998,1.1588,10.9487
21125,-0.3926,1.1420,10.9583
21162,-0.3735,1.1612,10.9535
21199,-0.4310,1.1612,10.9583
21305,-0.3424,1.1636,10.9319
21343,-0.3639,1.2067,10.9367
21381,-0.4070,1.2186,10.9535
21418,-0.3711,1.1420,10.8290
21455,-0.3879,1.1588,10.9247
21493,-0.3759,1.1684,10.9774
21530,-0.3687,1.1827,10.9966
21635,-0.3304,1.2019,10.9535
21673,-0.3519,1.1277,11.0014
21711,-0.3831,1.1732,10.9463
21749,-0.3376,1.2186,10.9894
21787,-0.3567,1.1827,10.9104
21825,-0.3687,1.1420,10.9487
21863,-0.4214,1.1756,10.9559
21971,-0.3974,1.1947,10.9918
22009,-0.3472,1.2091,10.9798
22047,-0.3472,1.1109,10.9966
22085,-0.3472,1.1540,10.9487
22123,-0.4046,1.1756,10.9511
22161,-0.3926,1.1756,10.8721
22199,-0.3807,1.1157,10.9008
22304,-0.3615,1.1875,10.9415
22342,-0.3687,1.2067,10.9822
22380,-0.3352,1.1372,11.0061
22418,-0.4190,1.1612,11.0708
22456,-0.3400,1.1779,10.9702
22494,-0.3591,1.2354,11.0540
22532,-0.3974,1.1612,10.8984
22637,-0.3376,1.1756,10.9654
22675,-0.3639,1.2115,10.9152
22713,-0.3855,1.1420,10.9343
22751,-0.3376,1.2115,10.9271
22788,-0.4070,1.2043,10.9654
22826,-0.3472,1.1875,11.0085
22864,-0.3903,1.2067,10.9894
22970,-0.4022,1.1995,10.9200
23008,-0.3735,1.1875,10.8433
23046,-0.3184,1.2139,10.9918
23084,-0.3448,1.1756,10.9080
23122,-0.3424,1.2282,10.8936
23160,-0.3615,1.1516,10.9702
23198,-0.3376,1.1660,11.0397
23301,-0.4357,1.1588,11.0349
23339,-0.3639,1.1756,10.9726
23377,-0.3591,1.1756,11.0421
23415,-0.4357,1.1492,10.9750
23453,-0.3280,1.1851,10.9367
23491,-0.3855,1.1971,11.0205
23529,-0.3998,1.1947,10.9942
23632,-0.3759,1.2091,10.9152
23670,-0.3735,1.1947,11.0085
23708,-0.3424,1.2019,10.9702
23746,-0.3855,1.1803,10.9391
23784,-0.3855,1.1277,10.9870
23822,-0.3089,1.2210,11.0109
23860,-0.3543,1.1875,11.0085
23966,-0.4022,1.1564,10.9391
24004,-0.3903,1.2498,10.9463
24042,-0.3974,1.1420,10.9942
24080,-0.2801,1.1492,10.9894
24118,-0.3735,1.1995,10.9894
24155,-0.3831,1.1660,10.9439
24193,-0.4046,1.1325,10.9128
24301,-0.3424,1.1732,10.9032
24339,-0.4022,1.1803,10.9391
24377,-0.4022,1.1612,10.8793
24415,-0.3376,1.1827,10.9654
24453,-0.3519,1.1708,11.0181
24491,-0.4477,1.1827,10.8529
24529,-0.4118,1.1636,10.9247
24567,-0.3208,1.1899,10.9104
24675,-0.3304,1.1205,10.9750
24713,-0.3687,1.2139,10.9966
24751,-0.3687,1.1851,10.9559
24789,-0.3783,1.2043,10.9918
24827,-0.3304,1.1444,10.9200
24865,-0.2969,1.1013,10.9798
24903,-0.3639,1.1684,10.9750
25008,-0.3208,1.2019,10.9271
25046,-0.3855,1.1899,10.9511
25084,-0.3639,1.2163,10.9152
25122,-0.4166,1.1875,10.9583
25160,-0.4070,1.1540,10.9487
25198,-0.4190,1.1756,10.9487
25236,-0.3567,1.2163,10.9678
25338,-0.3543,1.1349,11.0612
25376,-0.4046,1.1875,10.9367
25414,-0.4214,1.1372,11.0229
25452,-0.4046,1.1923,10.9702
25490,-0.3807,1.1732,10.9152
25528,-0.4118,1.1540,10.9798
25566,-0.4070,1.1660,10.9511
25674,-0.3376,1.1756,10.9894
25712,-0.3615,1.1660,10.9104
25750,-0.3112,1.1947,10.9630
25788,-0.4070,1.2019,10.9678
25826,-0.3591,1.1396,10.9630
25864,-0.3687,1.2163,10.9415
25902,-0.3472,1.1588,10.9535
26005,-0.3376,1.1803,10.8912
26043,-0.3879,1.2067,10.9583
26081,-0.3639,1.1803,10.9750
26119,-0.3783,1.1732,10.9487
26157,-0.3639,1.1636,10.9822
26195,-0.3831,1.1301,10.9870
26233,-0.3400,1.1612,11.0181
26333,-0.4094,1.1349,10.9654
26371,-0.3926,1.1732,10.9319
26409,-0.3735,1.1947,11.0468
26447,-0.3711,1.1684,10.9056
26485,-0.3184,1.1229,10.8912
26523,-0.3519,1.2258,10.9463
26561,-0.4190,1.1803,11.0253
26667,-0.2801,1.1372,11.0109
26705,-0.3232,1.2306,11.0014
26743,-0.3687,1.2043,11.0229
26781,-0.3735,1.1827,10.9798
26819,-0.4118,1.2282,10.9511
26857,-0.4238,1.1396,10.9008
26895,-0.3352,1.1205,11.0014
27001,-0.3328,1.1851,10.9104
27039,-0.3567,1.1803,10.9750
27077,-0.3687,1.0942,10.9607
27115,-0.4022,1.1277,11.0133
27153,-0.3615,1.1516,10.9511
27191,-0.4262,1.2091,10.9535
27229,-0.3687,1.2115,10.9654
27334,-0.3879,1.1899,11.0038
27372,-0.4070,1.2043,10.9630
27410,-0.3711,1.2067,10.8888
27448,-0.3639,1.1947,10.9391
27486,-0.4453,1.1971,10.9750
27524,-0.3783,1.1779,10.9702
27562,-0.3328,1.1660,10.9391
27668,-0.3831,1.1564,10.9894
27706,-0.4310,1.2139,10.9200
27744,-0.3711,1.2019,11.0181
27782,-0.3926,1.2306,11.0109
27820,-0.3926,1.1229,10.9535
27858,-0.3926,1.1492,10.9918
27896,-0.3424,1.2210,10.9463
28001,-0.3496,1.1708,11.0157
28039,-0.3926,1.1420,10.9678
28077,-0.3543,1.1971,10.9702
28115,-0.3855,1.1899,10.9726
28153,-0.3663,1.1588,10.9918
28191,-0.3232,1.1468,11.0492
28229,-0.3424,1.2115,11.0277
28334,-0.3735,1.2186,11.0109
28373,-0.3615,1.1732,11.0301
28411,-0.3711,1.1372,10.9200
28449,-0.3519,1.1372,10.9439
28487,-0.3304,1.2234,10.9367
28525,-0.3783,1.1468,10.9367
28563,-0.4022,1.1636,10.9247
28601,-0.3926,1.1827,10.9702
28695,-0.3472,1.2282,10.9319
28734,-0.3280,1.1851,11.0014
28772,-0.3998,1.1229,10.9822
28810,-0.3879,1.1947,10.9391
28848,-0.4238,1.2163,10.9391
28886,-0.3998,1.2163,10.9774
28924,-0.4070,1.1995,10.9846
29022,-0.3376,1.1396,10.9894
29060,-0.3759,1.1492,10.9894
29098,-0.3639,1.1875,10.9870
29136,-0.3759,1.1732,11.0205
29174,-0.3472,1.1923,10.8697
29212,-0.3352,1.1803,10.9678
29250,-0.3735,1.1492,10.9439
29344,-0.3735,1.1325,10.9223
29383,-0.3759,1.1325,10.9487
29422,-0.3448,1.2139,11.0325
29460,-0.3974,1.1492,10.9032
29498,-0.3950,1.2067,11.0421
29536,-0.3879,1.1684,10.8816
29574,-0.4022,1.1923,10.9678
29671,-0.3591,1.1875,11.0492
29710,-0.3519,1.1253,10.9990
29748,-0.3831,1.1708,10.9319
29786,-0.3328,1.1875,11.0397
29825,-0.3065,1.1875,10.9415
29863,-0.3998,1.2139,10.9439
29901,-0.3376,1.1732,11.0253
29995,-0.3974,1.2043,10.9080
30034,-0.4525,1.1229,11.0109
30072,-0.3639,1.1516,11.0301
30110,-0.4142,1.2402,10.9774
30148,-0.3232,1.1660,10.9415
30187,-0.3615,1.2019,11.0852
30225,-0.3184,1.1851,10.9583
30319,-0.4022,1.2067,11.0229
30358,-0.3879,1.1037,10.9942
30396,-0.3328,1.1109,10.8984
30434,-0.3280,1.1971,10.9343
30472,-0.3424,1.1851,10.9223
30510,-0.4022,1.2163,10.9678
30549,-0.3903,1.1636,10.9774
30643,-0.4142,1.2139,10.9846
30682,-0.3615,1.1947,10.9750
30720,-0.3208,1.1947,10.9942
30758,-0.3759,1.1684,10.9343
30796,-0.3304,1.2378,11.0229
30834,-0.3879,1.1444,10.8888
30872,-0.3831,1.1875,10.9439
30967,-0.2921,1.1779,10.9439
31006,-0.3998,1.1229,10.9798
31044,-0.3400,1.1372,10.9966
31082,-0.3879,1.1756,10.9343
31120,-0.3112,1.1181,10.9990
31158,-0.4022,1.2474,10.9894
31196,-0.3879,1.1468,10.8816
31293,-0.4070,1.2258,10.9630
31332,-0.3783,1.1875,11.0014
31371,-0.3759,1.1732,10.9678
31409,-0.4118,1.2330,10.9343
31447,-0.4118,1.1564,10.9247
31485,-0.3448,1.2163,10.9583
31523,-0.4286,1.2450,10.9846
31628,-0.3448,1.1971,10.9918
31667,-0.3472,1.1564,10.9487
31705,-0.3065,1.1851,11.0157
31744,-0.3448,1.1396,10.8888
31782,-0.3615,1.1995,10.9918
31820,-0.3783,1.2139,10.9152
31858,-0.3639,1.2139,11.0229
31963,-0.3519,1.2115,10.9511
32002,-0.3496,1.2210,10.9439
32040,-0.3304,1.1947,10.9942
32078,-0.3735,1.1875,10.9894
32116,-0.3615,1.2163,10.9583
32155,-0.3998,1.1827,10.9295
32193,-0.3065,1.1492,10.9271
32302,-0.3974,1.2139,10.9966
32341,-0.3591,1.1947,10.8888
32379,-0.3926,1.1612,10.9032
32417,-0.3926,1.1684,10.9607
32455,-0.3543,1.1349,10.9654
32493,-0.3807,1.2115,10.9798
32532,-0.3903,1.1636,10.9415
32637,-0.4190,1.1253,10.8936
32676,-0.3567,1.1732,10.8864
32714,-0.3136,1.2019,10.9128
32752,-0.3424,1.2163,10.9702
32790,-0.3831,1.2067,10.9966
32828,-0.3735,1.0918,10.9702
32866,-0.3663,1.1444,10.9319
32905,-0.3496,1.1851,10.9966
33016,-0.3735,1.2115,10.9607
33055,-0.3759,1.2234,10.9056
33093,-0.3256,1.1684,10.9846
33131,-0.3807,1.2210,11.0109
33169,-0.3567,1.1157,10.9846
33207,-0.3783,1.1684,10.9966
33245,-0.4118,1.2043,10.9487
33352,-0.3232,1.1803,10.9056
33391,-0.3711,1.1851,10.9128
33429,-0.3232,1.2043,10.9990
33467,-0.3998,1.1133,10.9798
33505,-0.3974,1.2091,11.0492
33543,-0.4166,1.1372,10.9247
33581,-0.3639,1.2091,10.9343
33686,-0.3998,1.1947,11.0277
33725,-0.4118,1.2330,10.9128
33764,-0.3926,1.1899,11.0109
33802,-0.3352,1.1947,10.9200
33840,-0.4214,1.2139,10.8745
33878,-0.3160,1.1875,10.9247
33916,-0.3280,1.2234,10.9990
34019,-0.3615,1.1923,10.9247
34058,-0.3496,1.1875,10.9032
34096,-0.3950,1.1516,10.9894
34134,-0.3663,1.1612,11.0349
34173,-0.3759,1.1564,11.0014
34211,-0.3591,1.1588,11.0445
34249,-0.3855,1.1564,10.9056
34356,-0.3807,1.2282,10.9295
34395,-0.4118,1.2426,10.9918
34433,-0.3591,1.1468,10.9774
34471,-0.3376,1.1708,11.0397
34509,-0.3831,1.1492,10.9822
34548,-0.3472,1.2210,10.9798
34586,-0.3232,1.1971,10.9056
34696,-0.3591,1.2163,10.9535
34735,-0.3639,1.2234,10.9630
34773,-0.3639,1.1923,10.9176
34811,-0.3352,1.1516,10.8960
34849,-0.3328,1.1923,10.9583
34887,-0.3879,1.1923,11.0014
34926,-0.3807,1.2139,10.9942
35035,-0.3974,1.1947,10.9630
35074,-0.4190,1.1875,10.9774
35112,-0.3352,1.1636,10.9415
35150,-0.3448,1.2306,11.0014
35188,-0.3926,1.1684,10.9583
35226,-0.3472,1.1875,10.9750
35264,-0.4501,1.1301,10.9750
35360,-0.3807,1.1492,10.9630
35399,-0.3998,1.1636,11.0109
35438,-0.3879,1.1756,10.9511
35476,-0.3615,1.1420,10.8649
35514,-0.4022,1.1684,10.9990
35552,-0.3974,1.2163,10.9630
35590,-0.3711,1.1971,10.9894
35699,-0.4094,1.2210,10.9463
35738,-0.3759,1.1516,10.9223
35777,-0.3328,1.1660,10.9128
35815,-0.3663,1.2043,10.9559
35853,-0.3759,1.1396,10.8984
35891,-0.3328,1.1732,10.9439
35929,-0.2921,1.1564,10.9152
36037,-0.3591,1.1468,10.9630
36076,-0.3328,1.1564,10.9415
36115,-0.3735,1.1085,10.9152
36154,-0.4070,1.2091,10.9966
36192,-0.3615,1.1564,10.9152
36230,-0.3950,1.1516,10.9798
36268,-0.4070,1.1851,10.9319
36376,-0.3519,1.2019,10.8840
36415,-0.4357,1.1875,10.9750
36454,-0.3903,1.2163,11.0229
36493,-0.3424,1.1684,10.9726
36532,-0.3950,1.1899,10.9607
36571,-0.3807,1.2450,11.0660
36609,-0.3687,1.2282,11.0061
36711,-0.1508,1.3024,11.1522
36750,-0.3472,0.8835,11.5448
36789,-0.4238,1.3886,10.2615
36828,-0.3400,1.1372,11.3150
36867,-0.3950,1.0678,11.1881
36905,-0.3663,1.1803,10.9056
36944,-0.4166,1.2402,10.7619
37047,-0.4094,1.2402,10.8793
37086,-0.3831,1.1827,10.9966
37125,-0.3663,1.1540,10.9846
37164,-0.3472,1.1708,10.9990
37203,-0.4477,1.1372,10.8721
37242,-0.3831,1.1995,10.9152
37281,-0.3759,1.1923,10.9918
37321,-0.4310,1.1253,11.0133
37427,-0.3496,1.1540,10.9654
37466,-0.3567,1.1540,10.9942
37505,-0.4190,1.2234,10.9319
37544,-0.3400,1.1899,11.0229
37583,-0.3065,1.1636,10.9726
37622,-0.3783,1.1875,10.9942
37661,-0.3496,1.1947,10.8649
37769,-0.3400,1.1732,10.9343
37808,-0.4142,1.1732,10.9966
37847,-0.3855,1.1827,10.9798
37886,-0.4046,1.2713,10.9702
37925,-0.3591,1.1875,11.0109
37964,-0.4310,1.1899,10.9319
38003,-0.4022,1.1923,10.9846
38107,-0.3160,1.1899,11.0157
38146,-0.3256,1.1588,11.0109
38185,-0.3496,1.1588,11.0133
38224,-0.3328,1.2139,10.9559
38263,-0.3639,1.0822,11.0325
38302,-0.3400,1.2091,10.9487
38341,-0.3639,1.1851,11.0014
38446,-0.3352,1.1756,10.8936
38486,-0.3328,1.1756,11.0301
38525,-0.3903,1.1779,10.8936
38564,-0.3687,1.2067,10.9702
38603,-0.3041,1.1636,11.0038
38642,-0.3711,1.2282,10.9894
38681,-0.3328,1.1899,10.9990
38789,-0.3424,1.1444,11.0325
38829,-0.3950,1.1684,11.0349
38868,-0.3591,1.1899,10.9487
38907,-0.4190,1.1660,11.0085
38946,-0.3783,1.1827,10.9343
38985,-0.3400,1.1827,10.9607
39024,-0.3735,1.1468,11.0205
39129,-0.3831,1.2186,10.9918
39169,-0.3208,1.2210,11.0804
39208,-0.3591,1.1756,11.0109
39247,-0.3519,1.1660,11.0445
39286,-0.3615,1.1372,10.9152
39325,-0.3879,1.1468,10.8721
39364,-0.3903,1.1875,10.9942
39473,-0.3519,1.2186,11.0157
39513,-0.3759,1.1732,10.9918
39552,-0.3472,1.1803,11.0181
39591,-0.3280,1.2163,10.8960
39630,-0.3472,1.1732,10.9271
39669,-0.3376,1.1827,10.9367
39708,-0.3807,1.2067,10.9080
39815,-0.3591,1.1803,11.0085
39854,-0.3711,1.1660,10.9487
39893,-0.3831,1.1851,10.9008
39932,-0.4094,1.1971,10.9607
39971,-0.4046,1.2019,11.0061
40010,-0.3855,1.2234,10.9846
40049,-0.3663,1.2067,10.9630
40156,-0.3496,1.1732,10.9583
40196,-0.4094,1.2617,10.9032
40236,-0.4142,1.1779,10.9271
40275,-0.4357,1.1803,11.0085
40314,-0.4405,1.1756,10.9152
40353,-0.3543,1.1995,10.9271
40392,-0.4022,1.2043,10.9966
40498,-0.3831,1.2019,10.9918
40538,-0.3328,1.1827,11.0181
40577,-0.3400,1.1588,11.0181
40616,-0.3783,1.1756,10.9535
40655,-0.3472,1.2115,11.0181
40694,-0.3831,1.1612,10.8649
40733,-0.3735,1.2139,10.9463
40825,-0.3615,1.1923,10.9343
40865,-0.3136,1.2043,10.9295
40904,-0.4022,1.2115,10.9415
40943,-0.3352,1.2354,11.0349
40982,-0.3879,1.2163,10.9152
41022,-0.3615,1.1349,10.9439
41061,-0.3687,1.2067,10.9319
41167,-0.3711,1.1444,10.9702
41207,-0.3496,1.1516,10.9678
41246,-0.3376,1.2019,10.9295
41285,-0.3567,1.1588,10.9702
41324,-0.3496,1.1875,10.9966
41363,-0.3400,1.1564,10.9104
41403,-0.3879,1.2019,10.9678
41513,-0.3663,1.1827,10.9750
41553,-0.3519,1.2091,10.9391
41592,-0.3567,1.2258,10.9008
41631,-0.3352,1.1396,10.9104
41670,-0.3903,1.1229,10.9104
41709,-0.3567,1.1947,11.0229
41748,-0.4142,1.1851,10.9798
41788,-0.3831,1.1013,10.9176
41894,-0.4022,1.1827,11.0085
41934,-0.3807,1.2043,11.1330
41973,-0.3663,1.1301,10.9535
42012,-0.4142,1.1923,10.9726
42051,-0.3615,1.1947,10.9607
42090,-0.3735,1.2234,10.9870
42129,-0.3567,1.1037,10.9415
42236,-0.3041,1.1899,10.9319
42276,-0.3783,1.1779,10.9080
42315,-0.3472,1.1947,10.9295
42354,-0.3232,1.1684,10.8505
42393,-0.3496,1.1253,10.9846
42432,-0.3879,1.1061,10.9774
42471,-0.3783,1.1803,10.9032
42574,-0.3519,1.1899,11.0061
42614,-0.3567,1.1732,10.9295
42654,-0.3807,1.2139,10.9942
42693,-0.3519,1.1516,10.9798
42732,-0.4549,1.2282,10.9295
42771,-0.3831,1.1564,10.9391
42810,-0.3974,1.1660,10.9918
42914,-0.3687,1.1708,10.9295
42954,-0.4118,1.1875,10.9247
42993,-0.4166,1.1899,11.0301
43032,-0.4046,1.2115,11.0038
43072,-0.3496,1.1923,10.9798
43111,-0.3184,1.2258,10.9559
43150,-0.2993,1.1660,11.0014
43254,-0.3448,1.2067,11.0756
43294,-0.3496,1.0965,10.9894
43333,-0.3926,1.1995,10.9750
43372,-0.3879,1.1516,11.0468
43411,-0.4381,1.1660,10.9487
43451,-0.3663,1.2282,11.0109
43490,-0.3879,1.2330,10.9128
43592,-0.3759,1.2258,10.9032
43632,-0.3663,1.2330,10.9200
43671,-0.3376,1.1444,10.9846
43710,-0.3687,1.1779,10.9726
43749,-0.3639,1.1660,10.9104
43788,-0.3400,1.1803,10.8816
43828,-0.3543,1.1803,11.0397
43930,-0.3448,1.1708,10.9152
43970,-0.3926,1.2091,10.9750
44009,-0.2945,1.1660,10.9990
44048,-0.3926,1.1947,11.0780
44087,-0.3615,1.1181,11.0109
44126,-0.3065,1.2282,10.9750
44165,-0.3783,1.1947,11.0492
44274,-0.3519,1.1827,10.9918
44314,-0.3831,1.1420,10.8697
44353,-0.4262,1.1612,10.9583
44392,-0.3496,1.2234,10.9726
44431,-0.3160,1.1803,10.9702
44470,-0.3160,1.2186,10.9798
44509,-0.3759,1.1636,11.0397
44615,-0.3807,1.2450,10.9726
44655,-0.3448,1.1660,10.9607
44695,-0.3543,1.1875,10.8840
44734,-0.3280,1.1564,11.0277
44773,-0.4645,1.1660,10.9295
44812,-0.3663,1.1588,10.9822
44851,-0.3615,1.1708,10.9319
44962,-0.3926,1.2043,10.8601
45002,-0.3472,1.1899,10.9702
45041,-0.3089,1.1372,10.9822
45080,-0.3663,1.2067,10.9223
45120,-0.3998,1.1037,10.9894
45159,-0.2921,1.1636,10.9200
45198,-0.3304,1.1708,11.0133
45305,-0.3783,1.1803,11.0133
45345,-0.4262,1.2210,10.9487
45384,-0.4381,1.1660,10.9918
45423,-0.2945,1.1732,10.8338
45462,-0.3543,1.1277,11.0445
45502,-0.3543,1.1660,10.9822
45541,-0.4094,1.1612,10.9774
45651,-0.3639,1.1684,10.9583
45691,-0.3879,1.2139,11.0109
45730,-0.3807,1.1756,10.9487
45769,-0.3639,1.1660,10.9295
45808,-0.3974,1.1540,10.9583
45847,-0.3208,1.1564,10.8984
45887,-0.3687,1.2139,10.9056
45994,-0.4166,1.2234,10.9559
46034,-0.3831,1.1349,10.9583
46073,-0.3974,1.2809,10.9415
46112,-0.3352,1.2139,11.0038
46151,-0.3759,1.1540,10.9822
46190,-0.3831,1.1732,10.9487
46229,-0.4645,1.2139,10.9295
46269,-0.3926,1.2210,10.8601
46367,-0.4214,1.2115,10.9367
46407,-0.4405,1.1636,10.9487
46446,-0.3376,1.2354,10.9391
46485,-0.3472,1.1995,10.9176
46524,-0.3424,1.1660,10.8888
46563,-0.4453,1.2426,11.0014
46602,-0.3567,1.2570,10.9511
46711,-0.3448,1.1349,10.8912
46751,-0.4070,1.1803,10.9439
46790,-0.3711,1.2210,10.9798
46829,-0.4190,1.2043,10.9583
46868,-0.3472,1.2115,11.0445
46907,-0.3831,1.1325,10.9583
46946,-0.4645,1.1229,10.9583
47053,-0.3615,1.1779,11.0253
47093,-0.3567,1.2163,10.8816
47133,-0.3496,1.1564,10.9415
47172,-0.4118,1.1899,11.0205
47211,-0.3831,1.1899,10.9798
47250,-0.3448,1.2186,11.0181
47289,-0.3687,1.1756,10.9487
